"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"5292","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",9
"5293","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",15
"5294","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",17
"5295","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",22
"5296","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",35
"5297","Heathy Spur 2","1990s","30/3/1995",1990,31,"Olearia frostii","Olearia",99
"5298","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",1
"5299","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",2
"5300","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",3
"5301","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",3
"5302","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",8
"5303","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",9
"5304","Heathy Spur 2","1990s","30/3/1995",1990,33,"Olearia frostii","Olearia",15
"5305","Heathy Spur 2","1990s","30/3/1995",1990,34,"Olearia frostii","Olearia",2
"5306","Heathy Spur 2","1990s","30/3/1995",1990,34,"Olearia frostii","Olearia",6
"5307","Heathy Spur 2","1990s","30/3/1995",1990,35,"Olearia frostii","Olearia",11
"5308","Heathy Spur 2","1990s","30/3/1995",1990,35,"Olearia frostii","Olearia",12
"5309","Heathy Spur 2","1990s","30/3/1995",1990,35,"Olearia frostii","Olearia",12
"5310","Heathy Spur 2","1990s","30/3/1995",1990,36,"Olearia frostii","Olearia",1
"5311","Heathy Spur 2","1990s","30/3/1995",1990,36,"Olearia frostii","Olearia",1
"5312","Heathy Spur 2","1990s","30/3/1995",1990,36,"Olearia frostii","Olearia",1
"5313","Heathy Spur 2","1990s","30/3/1995",1990,36,"Olearia frostii","Olearia",5
"5314","Heathy Spur 2","1990s","30/3/1995",1990,37,"Olearia frostii","Olearia",2
"5315","Heathy Spur 2","1990s","30/3/1995",1990,37,"Olearia frostii","Olearia",5
"5316","Heathy Spur 2","1990s","30/3/1995",1990,37,"Olearia frostii","Olearia",6
"5317","Heathy Spur 2","1990s","30/3/1995",1990,37,"Olearia frostii","Olearia",7
"5318","Heathy Spur 2","1990s","30/3/1995",1990,37,"Olearia frostii","Olearia",20
"5319","Heathy Spur 2","1990s","30/3/1995",1990,38,"Olearia frostii","Olearia",1
"5320","Heathy Spur 2","1990s","30/3/1995",1990,38,"Olearia frostii","Olearia",5
"5321","Heathy Spur 2","1990s","30/3/1995",1990,38,"Olearia frostii","Olearia",18
"5322","Heathy Spur 2","1990s","30/3/1995",1990,39,"Olearia frostii","Olearia",3
"5323","Heathy Spur 2","1990s","30/3/1995",1990,39,"Olearia frostii","Olearia",6
"5324","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",2
"5325","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",2
"5326","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",3
"5327","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",3
"5328","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",3
"5329","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",7
"5330","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",8
"5331","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",10
"5332","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",18
"5333","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",19
"5334","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",21
"5335","Heathy Spur 2","1990s","30/3/1995",1990,40,"Olearia frostii","Olearia",28
"5336","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",1
"5337","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",1
"5338","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",1
"5339","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",5
"5340","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",5
"5341","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",10
"5342","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",11
"5343","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",12
"5344","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",13
"5345","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",14
"5346","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",17
"5347","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",18
"5348","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",20
"5349","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",20
"5350","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",21
"5351","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",21
"5352","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",25
"5353","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",26
"5354","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",30
"5355","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",31
"5356","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",32
"5357","Cope Hut","1990s","9/1/1997",1990,1,"Olearia frostii","Olearia",56
"5358","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",1
"5359","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",1
"5360","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",1
"5361","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",1
"5362","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",1
"5363","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",2
"5364","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",2
"5365","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",2
"5366","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",3
"5367","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",3
"5368","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",4
"5369","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",5
"5370","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",6
"5371","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",7
"5372","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",8
"5373","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",8
"5374","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",9
"5375","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",10
"5376","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",10
"5377","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",10
"5378","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",11
"5379","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",12
"5380","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",13
"5381","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",13
"5382","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",14
"5383","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",15
"5384","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",18
"5385","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",20
"5386","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",24
"5387","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",25
"5388","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",25
"5389","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",26
"5390","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",29
"5391","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",35
"5392","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",39
"5393","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",42
"5394","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",45
"5395","Cope Hut","1990s","9/1/1997",1990,2,"Olearia frostii","Olearia",51
"5396","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",1
"5397","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",1
"5398","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",3
"5399","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",4
"5400","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",5
"5401","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",6
"5402","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",7
"5403","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",9
"5404","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",10
"5405","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",11
"5406","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",11
"5407","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",13
"5408","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",14
"5409","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",14
"5410","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",14
"5411","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",14
"5412","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",16
"5413","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",17
"5414","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",17
"5415","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",20
"5416","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",20
"5417","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",21
"5418","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",21
"5419","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",27
"5420","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",30
"5421","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",30
"5422","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",32
"5423","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",32
"5424","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",39
"5425","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",39
"5426","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",41
"5427","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",62
"5428","Cope Hut","1990s","9/1/1997",1990,3,"Olearia frostii","Olearia",71
"5429","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",1
"5430","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",1
"5431","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",1
"5432","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",2
"5433","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",2
"5434","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",4
"5435","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",4
"5436","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",5
"5437","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",7
"5438","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",7
"5439","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",7
"5440","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",10
"5441","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",10
"5442","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",11
"5443","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",11
"5444","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",11
"5445","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",11
"5446","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",13
"5447","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",13
"5448","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",15
"5449","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",15
"5450","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",16
"5451","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",18
"5452","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",18
"5453","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",22
"5454","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",24
"5455","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",28
"5456","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",28
"5457","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",31
"5458","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",32
"5459","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",35
"5460","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",60
"5461","Cope Hut","1990s","9/1/1997",1990,4,"Olearia frostii","Olearia",60
"5462","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",2
"5463","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",6
"5464","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",7
"5465","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",9
"5466","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",11
"5467","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",13
"5468","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",15
"5469","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",16
"5470","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",18
"5471","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",19
"5472","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",21
"5473","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",24
"5474","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",26
"5475","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",26
"5476","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",33
"5477","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",43
"5478","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",44
"5479","Cope Hut","1990s","9/1/1997",1990,5,"Olearia frostii","Olearia",55
"5480","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",1
"5481","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",1
"5482","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",1
"5483","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",1
"5484","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",2
"5485","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",2
"5486","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",2
"5487","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",2
"5488","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",3
"5489","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",3
"5490","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",4
"5491","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",4
"5492","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",5
"5493","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",5
"5494","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",7
"5495","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",7
"5496","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",8
"5497","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",8
"5498","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",8
"5499","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",9
"5500","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",9
"5501","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",10
"5502","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",12
"5503","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",13
"5504","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",13
"5505","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",14
"5506","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",18
"5507","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",18
"5508","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",19
"5509","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",19
"5510","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",19
"5511","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",20
"5512","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",20
"5513","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",22
"5514","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",22
"5515","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",22
"5516","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",23
"5517","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",26
"5518","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",26
"5519","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",27
"5520","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",28
"5521","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",32
"5522","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",33
"5523","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",37
"5524","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",43
"5525","Cope Hut","1990s","9/1/1997",1990,6,"Olearia frostii","Olearia",44
"5526","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5527","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5528","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5529","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5530","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5531","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",1
"5532","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",2
"5533","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",2
"5534","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",3
"5535","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",3
"5536","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",3
"5537","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",4
"5538","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",4
"5539","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",5
"5540","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",5
"5541","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",8
"5542","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",8
"5543","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",9
"5544","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",10
"5545","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",10
"5546","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",10
"5547","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",12
"5548","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",13
"5549","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",14
"5550","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",17
"5551","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",17
"5552","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",18
"5553","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",22
"5554","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",25
"5555","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",26
"5556","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",26
"5557","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",27
"5558","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",28
"5559","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",33
"5560","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",33
"5561","Cope Hut","1990s","9/1/1997",1990,7,"Olearia frostii","Olearia",38
