"","site","Survey","date","year","plot","sp","sp2","wdt_1","wdt_2","ht","area","area_m","notes","X","X.1","X.2"
"197","Heathy Spur 2","1990s","30/3/1995",1990,21,"Acrothamnus montanus","Acrothamnus",35,50,30,962,84375,0,96208438,"",NA
"198","Heathy Spur 2","1990s","30/3/1995",1990,21,"Acrothamnus montanus","Acrothamnus",44,86,32,1520,486,0,1520486,"",NA
"199","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",3,3,2,7,68375,0,706838,"",NA
"200","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",15,25,15,176,709375,0,17670938,"",NA
"201","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",17,35,23,226,973375,0,22697338,"",NA
"202","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",19,28,18,283,520375,0,28352038,"",NA
"203","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",20,70,23,314,15,0,31415,"",NA
"204","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",21,48,22,346,350375,0,34635038,"",NA
"205","Heathy Spur 2","1990s","30/3/1995",1990,22,"Acrothamnus montanus","Acrothamnus",25,32,20,490,859375,0,49085938,"",NA
"206","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",12,24,12,113,94,0,113094,"",NA
"207","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",17,14,12,226,973375,0,22697338,"",NA
"208","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",18,20,12,254,4615,0,2544615,"",NA
"209","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",24,38,25,452,376,0,452376,"",NA
"210","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",41,35,22,1320,215375,0,132021538,"",NA
"211","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",42,70,23,1385,4015,0,13854015,"",NA
"212","Heathy Spur 2","1990s","30/3/1995",1990,23,"Acrothamnus montanus","Acrothamnus",55,64,26,2375,759375,0,237575938,"",NA
"213","Heathy Spur 2","1990s","30/3/1995",1990,24,"Acrothamnus montanus","Acrothamnus",3,4,5,7,68375,0,706838,"",NA
"214","Heathy Spur 2","1990s","30/3/1995",1990,24,"Acrothamnus montanus","Acrothamnus",4,5,14,12,566,0,12566,"",NA
"215","Heathy Spur 2","1990s","30/3/1995",1990,24,"Acrothamnus montanus","Acrothamnus",9,17,8,63,615375,0,6361538,"",NA
"216","Heathy Spur 2","1990s","30/3/1995",1990,24,"Acrothamnus montanus","Acrothamnus",45,99,99,20,1590,384375,0,"159038438",NA
"217","Heathy Spur 2","1990s","30/3/1995",1990,24,"Acrothamnus montanus","Acrothamnus",54,56,21,2290,1535,0,22901535,"",NA
"218","Heathy Spur 2","1990s","30/3/1995",1990,25,"Acrothamnus montanus","Acrothamnus",5,5,7,19,634375,0,1963438,"",NA
"219","Heathy Spur 2","1990s","30/3/1995",1990,25,"Acrothamnus montanus","Acrothamnus",28,21,17,615,734,0,615734,"",NA
"220","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",4,5,7,12,566,0,12566,"",NA
"221","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",5,6,10,19,634375,0,1963438,"",NA
"222","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",8,10,12,50,264,0,50264,"",NA
"223","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",10,14,15,78,5375,0,785375,"",NA
"224","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",19,28,21,283,520375,0,28352038,"",NA
"225","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",20,28,20,314,15,0,31415,"",NA
"226","Heathy Spur 2","1990s","30/3/1995",1990,26,"Acrothamnus montanus","Acrothamnus",90,99,99,35,6361,5375,0,"63615375",NA
"227","Heathy Spur 2","1990s","30/3/1995",1990,27,"Acrothamnus montanus","Acrothamnus",12,14,10,113,94,0,113094,"",NA
"228","Heathy Spur 2","1990s","30/3/1995",1990,27,"Acrothamnus montanus","Acrothamnus",21,35,20,346,350375,0,34635038,"",NA
"229","Heathy Spur 2","1990s","30/3/1995",1990,27,"Acrothamnus montanus","Acrothamnus",48,74,21,1809,504,0,1809504,"",NA
"230","Heathy Spur 2","1990s","30/3/1995",1990,27,"Acrothamnus montanus","Acrothamnus",65,99,99,22,3318,209375,0,"331820938",NA
"231","Heathy Spur 2","1990s","30/3/1995",1990,28,"Acrothamnus montanus","Acrothamnus",1,1,2,0,785375,7,8,"5.40E+00",NA
"232","Heathy Spur 2","1990s","30/3/1995",1990,28,"Acrothamnus montanus","Acrothamnus",4,10,8,12,566,0,12566,"",NA
"233","Heathy Spur 2","1990s","30/3/1995",1990,28,"Acrothamnus montanus","Acrothamnus",31,27,18,754,745375,0,75474538,"",NA
"234","Heathy Spur 2","1990s","30/3/1995",1990,28,"Acrothamnus montanus","Acrothamnus",66,52,45,3421,935,0,34210935,"",NA
"235","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",2,3,3,3,1415,0,31415,"",NA
"236","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",2,3,4,3,1415,0,31415,"",NA
"237","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",7,13,12,38,483375,0,3848338,"",NA
"238","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",10,15,13,78,5375,0,785375,"",NA
"239","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",10,24,15,78,5375,0,785375,"",NA
"240","Heathy Spur 2","1990s","30/3/1995",1990,29,"Acrothamnus montanus","Acrothamnus",44,55,30,1520,486,0,1520486,"",NA
"241","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",2,2,8,3,1415,0,31415,"",NA
"242","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",15,28,22,176,709375,0,17670938,"",NA
"243","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",15,30,17,176,709375,0,17670938,"",NA
"244","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",18,20,18,254,4615,0,2544615,"",NA
"245","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",18,25,20,254,4615,0,2544615,"",NA
"246","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",38,40,15,1134,815,0,11340815,"",NA
"247","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",43,52,33,1452,158375,0,145215838,"",NA
"248","Heathy Spur 2","1990s","30/3/1995",1990,30,"Acrothamnus montanus","Acrothamnus",50,90,20,1963,4375,0,19634375,"",NA
"249","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",12,20,12,113,94,0,113094,"",NA
"250","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",19,33,20,283,520375,0,28352038,"",NA
"251","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",20,18,11,314,15,0,31415,"",NA
"252","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",24,30,20,452,376,0,452376,"",NA
"253","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",30,60,25,706,8375,0,7068375,"",NA
"254","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",41,70,30,1320,215375,0,132021538,"",NA
"255","Heathy Spur 2","1990s","30/3/1995",1990,31,"Acrothamnus montanus","Acrothamnus",48,75,24,1809,504,0,1809504,"",NA
"256","Heathy Spur 2","1990s","30/3/1995",1990,33,"Acrothamnus montanus","Acrothamnus",30,45,25,706,8375,0,7068375,"",NA
"257","Heathy Spur 2","1990s","30/3/1995",1990,33,"Acrothamnus montanus","Acrothamnus",80,99,99,33,5026,4,0,"50264",NA
"258","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",1,1,6,0,785375,7,8,"5.40E+00",NA
"259","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",1,1,10,0,785375,7,8,"5.40E+00",NA
"260","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",2,2,7,3,1415,0,31415,"",NA
"261","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",2,2,5,3,1415,0,31415,"",NA
"262","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",7,9,10,38,483375,0,3848338,"",NA
"263","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",13,20,15,132,728375,0,13272838,"",NA
"264","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",44,55,33,1520,486,0,1520486,"",NA
"265","Heathy Spur 2","1990s","30/3/1995",1990,34,"Acrothamnus montanus","Acrothamnus",70,90,37,3848,3375,0,38483375,"",NA
"266","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",2,2,3,3,1415,0,31415,"",NA
"267","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",10,14,9,78,5375,0,785375,"",NA
"268","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",28,35,20,615,734,0,615734,"",NA
"269","Heathy Spur 2","1990s","30/3/1995",1990,36,"Acrothamnus montanus","Acrothamnus",30,40,13,706,8375,0,7068375,"",NA
"270","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",6,10,10,28,2735,0,282735,"",NA
"271","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",10,17,15,78,5375,0,785375,"",NA
"272","Heathy Spur 2","1990s","30/3/1995",1990,37,"Acrothamnus montanus","Acrothamnus",80,85,26,5026,4,0,50264,"",NA
"273","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",2,3,12,3,1415,0,31415,"",NA
"274","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",3,6,10,7,68375,0,706838,"",NA
"275","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",9,12,15,63,615375,0,6361538,"",NA
"276","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",9,10,14,63,615375,0,6361538,"",NA
"277","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",10,20,16,78,5375,0,785375,"",NA
"278","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",10,22,19,78,5375,0,785375,"",NA
"279","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",21,40,20,346,350375,0,34635038,"",NA
"280","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",22,40,25,380,1215,0,3801215,"",NA
"281","Heathy Spur 2","1990s","30/3/1995",1990,38,"Acrothamnus montanus","Acrothamnus",26,60,13,530,9135,0,5309135,"",NA
"282","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",6,18,11,28,2735,0,282735,"",NA
"283","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",16,40,16,201,56,0,201056,"",NA
"284","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",20,27,22,314,15,0,31415,"",NA
"285","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",20,99,99,33,314,15,0,"31415",NA
"286","Heathy Spur 2","1990s","30/3/1995",1990,39,"Acrothamnus montanus","Acrothamnus",80,94,23,5026,4,0,50264,"",NA
"287","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",16,20,21,201,56,0,201056,"",NA
"288","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",18,27,22,254,4615,0,2544615,"",NA
"289","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",23,15,40,415,463375,0,41546338,"",NA
"290","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",40,99,99,30,1256,6,0,"12566",NA
"291","Heathy Spur 2","1990s","30/3/1995",1990,40,"Acrothamnus montanus","Acrothamnus",62,70,24,3018,9815,0,30189815,"",NA
"292","Cope Hut","1990s","9/1/1997",1990,1,"Acrothamnus montanus","Acrothamnus",5,3,3,19,634375,0,1963438,"",NA
"293","Cope Hut","1990s","9/1/1997",1990,1,"Acrothamnus montanus","Acrothamnus",5,2,2,19,634375,0,1963438,"",NA
"294","Cope Hut","1990s","9/1/1997",1990,2,"Acrothamnus montanus","Acrothamnus",38,21,23,1134,815,0,11340815,"",NA
"295","Cope Hut","1990s","9/1/1997",1990,19,"Acrothamnus montanus","Acrothamnus",12,6,13,113,94,0,113094,"",NA
"296","Cope Hut","1990s","9/1/1997",1990,20,"Acrothamnus montanus","Acrothamnus",6,4,6,28,2735,0,282735,"",NA
"297","Cope Hut","1990s","9/1/1997",1990,25,"Acrothamnus montanus","Acrothamnus",10,6,7,78,5375,0,785375,"",NA
"298","Cope Hut","1990s","9/1/1997",1990,28,"Acrothamnus montanus","Acrothamnus",11,9,9,95,30375,0,9503038,"",NA
"299","Cope Hut","1990s","9/1/1997",1990,33,"Acrothamnus montanus","Acrothamnus",9,4,7,63,615375,0,6361538,"",NA
"300","Cope Hut","1990s","9/1/1997",1990,33,"Acrothamnus montanus","Acrothamnus",61,47,26,2922,380375,0,292238038,"",NA
"301","Cope Hut","1990s","9/1/1997",1990,34,"Acrothamnus montanus","Acrothamnus",7,6,12,38,483375,0,3848338,"",NA
"302","Cope Hut","1990s","9/1/1997",1990,35,"Acrothamnus montanus","Acrothamnus",7,5,8,38,483375,0,3848338,"",NA
"303","Cope Hut","1990s","9/1/1997",1990,37,"Acrothamnus montanus","Acrothamnus",38,26,22,1134,815,0,11340815,"",NA
"304","Cope Hut","1990s","9/1/1997",1990,38,"Acrothamnus montanus","Acrothamnus",5,4,8,19,634375,0,1963438,"",NA
"305","Cope Hut","1990s","9/1/1997",1990,38,"Acrothamnus montanus","Acrothamnus",8,8,9,50,264,0,50264,"",NA
"306","Cope Hut","1990s","9/1/1997",1990,40,"Acrothamnus montanus","Acrothamnus",3,2,5,7,68375,0,706838,"",NA
"307","Cope Creek 2","2020s","16/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",18,10,20,254,4615,0,2544615,"",NA
"308","Cope Creek 2","2020s","16/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",6,7,9,28,2735,0,282735,"",NA
"309","Cope Creek 2","2020s","16/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",6,6,3,28,2735,0,282735,"",NA
"310","Cope Creek 2","2020s","16/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",5,3,15,19,634375,0,1963438,"",NA
"311","Cope Creek 2","2020s","16/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",23,18,15,415,463375,0,41546338,"",NA
"312","Cope Creek 2","2020s","16/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",31,33,24,754,745375,0,75474538,"",NA
"313","Cope Creek 2","2020s","16/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",21,20,12,346,350375,0,34635038,"",NA
"314","Cope Creek 2","2020s","16/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",24,22,18,452,376,0,452376,"",NA
"315","Cope Creek 2","2020s","16/1/2019",2019,19,"Acrothamnus montanus","Acrothamnus",17,14,13,226,973375,0,22697338,"",NA
"316","Cope Creek 2","2020s","16/1/2019",2019,35,"Acrothamnus montanus","Acrothamnus",13,16,7,132,728375,0,13272838,"",NA
"317","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",2,2,2,3,1415,0,31415,"",NA
"318","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",3,2,7,7,68375,0,706838,"",NA
"319","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4,3,3,12,566,0,12566,"",NA
"320","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4,5,8,12,566,0,12566,"",NA
"321","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",5,5,7,19,634375,0,1963438,"",NA
"322","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",6,3,7,28,2735,0,282735,"",NA
"323","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",6,3,7,28,2735,0,282735,"",NA
"324","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",9,9,6,63,615375,0,6361538,"",NA
"325","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",11,8,15,95,30375,0,9503038,"",NA
"326","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",13,10,10,132,728375,0,13272838,"",NA
"327","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",15,10,14,176,709375,0,17670938,"",NA
"328","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",52,37,30,2123,654,0,2123654,"",NA
"329","Mt Cope 2","2020s","27/1/2019",2019,1,"Acrothamnus montanus","Acrothamnus",99,118,52,10028,45338,1,2845338,"",NA
"330","Mt Cope 2","2020s","27/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",34,38,16,907,8935,0,9078935,"",NA
"331","Mt Cope 2","2020s","27/1/2019",2019,2,"Acrothamnus montanus","Acrothamnus",99,149,55,18145,304,1,8145304,"",NA
"332","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",6,6,6,28,2735,0,282735,"",NA
"333","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",13,14,14,132,728375,0,13272838,"",NA
"334","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",16,13,26,201,56,0,201056,"",NA
"335","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",18,16,21,254,4615,0,2544615,"",NA
"336","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",22,15,17,380,1215,0,3801215,"",NA
"337","Mt Cope 2","2020s","27/1/2019",2019,3,"Acrothamnus montanus","Acrothamnus",94,89,46,6939,5735,0,69395735,"",NA
"338","Mt Cope 2","2020s","27/1/2019",2019,4,"Acrothamnus montanus","Acrothamnus",69,58,28,3739,170375,0,373917038,"",NA
"339","Mt Cope 2","2020s","27/1/2019",2019,5,"Acrothamnus montanus","Acrothamnus",99,64,44,11121,69538,1,112169538,"",NA
"340","Mt Cope 2","2020s","27/1/2019",2019,5,"Acrothamnus montanus","Acrothamnus",99,103,57,12867,584,1,2867584,"",NA
"341","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",4,3,4,12,566,0,12566,"",NA
"342","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",7,5,3,38,483375,0,3848338,"",NA
"343","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",11,6,3,95,30375,0,9503038,"",NA
"344","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",12,8,16,113,94,0,113094,"",NA
"345","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",51,55,33,2042,760375,0,204276038,"",NA
"346","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",84,113,39,5541,606,0,5541606,"",NA
"347","Mt Cope 2","2020s","27/1/2019",2019,6,"Acrothamnus montanus","Acrothamnus",99,90,45,8658,759375,0,865875938,"",NA
"348","Mt Cope 2","2020s","27/1/2019",2019,7,"Acrothamnus montanus","Acrothamnus",6,7,6,28,2735,0,282735,"",NA
"349","Mt Cope 2","2020s","27/1/2019",2019,7,"Acrothamnus montanus","Acrothamnus",99,93,42,8824,4735,0,88244735,"",NA
"350","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",22,19,25,380,1215,0,3801215,"",NA
"351","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",54,38,38,2290,1535,0,22901535,"",NA
"352","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",63,42,35,3117,153375,0,311715338,"",NA
"353","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",65,42,25,3318,209375,0,331820938,"",NA
"354","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",68,52,37,3631,574,0,3631574,"",NA
"355","Mt Cope 2","2020s","27/1/2019",2019,8,"Acrothamnus montanus","Acrothamnus",69,32,45,3739,170375,0,373917038,"",NA
"356","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5,3,7,19,634375,0,1963438,"",NA
"357","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5,4,6,19,634375,0,1963438,"",NA
"358","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8,5,10,50,264,0,50264,"",NA
"359","Mt Cope 2","2020s","27/1/2019",2019,9,"Acrothamnus montanus","Acrothamnus",95,74,47,7088,9375,0,708800938,"",NA
"360","Mt Cope 2","2020s","27/1/2019",2019,10,"Acrothamnus montanus","Acrothamnus",99,107,57,12867,584,1,2867584,"",NA
"361","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",34,30,23,907,8935,0,9078935,"",NA
"362","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",57,51,35,2551,683375,0,255168338,"",NA
"363","Mt Cope 2","2020s","27/1/2019",2019,11,"Acrothamnus montanus","Acrothamnus",63,49,41,3117,153375,0,311715338,"",NA
"364","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",44,41,29,1520,486,0,1520486,"",NA
"365","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",53,36,35,2206,118375,0,220611838,"",NA
"366","Mt Cope 2","2020s","27/1/2019",2019,12,"Acrothamnus montanus","Acrothamnus",72,60,35,4071,384,0,4071384,"",NA
"367","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",8,8,7,50,264,0,50264,"",NA
"368","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10,9,8,78,5375,0,785375,"",NA
"369","Mt Cope 2","2020s","27/1/2019",2019,13,"Acrothamnus montanus","Acrothamnus",12,8,7,113,94,0,113094,"",NA
"370","Mt Cope 2","2020s","27/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",48,35,25,1809,504,0,1809504,"",NA
"371","Mt Cope 2","2020s","27/1/2019",2019,14,"Acrothamnus montanus","Acrothamnus",50,37,29,1963,4375,0,19634375,"",NA
"372","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",3,3,4,7,68375,0,706838,"",NA
"373","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",10,10,7,78,5375,0,785375,"",NA
"374","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",11,11,9,95,30375,0,9503038,"",NA
"375","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",11,9,15,95,30375,0,9503038,"",NA
"376","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",16,14,14,201,56,0,201056,"",NA
"377","Mt Cope 2","2020s","27/1/2019",2019,15,"Acrothamnus montanus","Acrothamnus",69,53,32,3739,170375,0,373917038,"",NA
"378","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",5,5,7,19,634375,0,1963438,"",NA
"379","Mt Cope 2","2020s","27/1/2019",2019,16,"Acrothamnus montanus","Acrothamnus",6,3,3,28,2735,0,282735,"",NA
